,Name,Address,Distance to center,Score,Location score,Price (€),Link
811,Marais joli deux pièces,"Le Marais - 3er distrito, París",0.9,8.7,9.4,604.0,https://www.booking.com/hotel/fr/marais-joli-deux-pieces.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=812&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=980423801_370270066_2_0_0&highlighted_blocks=980423801_370270066_2_0_0&matching_block_id=980423801_370270066_2_0_0&sr_pri_blocks=980423801_370270066_2_0_0__60428&from=searchresults
812,Beautiful Apartment 11st District,"Bastilla - 11º distrito, París",3.2,8.0,,526.0,https://www.booking.com/hotel/fr/cosy-apartment-11st-district.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=813&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1178378601_396293142_2_0_0&highlighted_blocks=1178378601_396293142_2_0_0&matching_block_id=1178378601_396293142_2_0_0&sr_pri_blocks=1178378601_396293142_2_0_0__52597&from=searchresults
813,studio lumineux - Jonquière,"Batignolles - 17º distrito, París",4.8,8.8,,414.0,https://www.booking.com/hotel/fr/studio-lumineux-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=814&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1227070701_395540145_2_0_0&highlighted_blocks=1227070701_395540145_2_0_0&matching_block_id=1227070701_395540145_2_0_0&sr_pri_blocks=1227070701_395540145_2_0_0__41363&from=searchresults
814,So cute Apartment (Opéra 3D),"Bourse - 2º distrito, París",1.7,8.9,10.0,615.0,https://www.booking.com/hotel/fr/so-cute-apartment-opera-3d.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=815&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1122655301_388699626_2_0_0&highlighted_blocks=1122655301_388699626_2_0_0&matching_block_id=1122655301_388699626_2_0_0&sr_pri_blocks=1122655301_388699626_2_0_0__61451&from=searchresults
815,Paris - Appartement 50m2 - Tour Eiffel,"Passy - 16º distrito, París",4.8,8.6,9.7,860.0,https://www.booking.com/hotel/fr/cosy-appartement-passy-eiffel.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=816&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1155954001_388373019_0_0_0&highlighted_blocks=1155954001_388373019_0_0_0&matching_block_id=1155954001_388373019_0_0_0&sr_pri_blocks=1155954001_388373019_0_0_0__85952&from=searchresults
816,MyKeypers - Luxury Apartment 4P - Le Marais / Bastille,"Hôtel-de-Ville - 4º distrito, París",1.2,8.6,9.4,937.0,https://www.booking.com/hotel/fr/mykeypers-luxury-apartment-4p-le-marais-bastille.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=817&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1107047901_383521254_4_0_0&highlighted_blocks=1107047901_383521254_4_0_0&matching_block_id=1107047901_383521254_4_0_0&sr_pri_blocks=1107047901_383521254_4_0_0__93670&from=searchresults
817,Grand Hotel des Balcons,"Saint-Germain - 6º distrito, París",1.1,8.3,9.6,813.0,https://www.booking.com/hotel/fr/grand-des-balcons.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=818&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=56983005_184366057_2_2_0&highlighted_blocks=56983005_184366057_2_2_0&matching_block_id=56983005_184366057_2_2_0&sr_pri_blocks=56983005_184366057_2_2_0__81300&from_sustainable_property_sr=1&from=searchresults
818,ATN Hôtel,"Ópera - 9º distrito, París",2.9,7.9,,425.0,https://www.booking.com/hotel/fr/athenes.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=819&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=5005002_196430807_0_2_0&highlighted_blocks=5005002_196430807_0_2_0&matching_block_id=5005002_196430807_0_2_0&sr_pri_blocks=5005002_196430807_0_2_0__42518&from=searchresults
819,First Hotel Paris Tour Eiffel,"Porte de Versailles - 15º distrito, París",3.7,8.2,,920.0,https://www.booking.com/hotel/fr/first.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=820&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=25246315_363351289_2_2_0&highlighted_blocks=25246315_363351289_2_2_0&matching_block_id=25246315_363351289_2_2_0&sr_pri_blocks=25246315_363351289_2_2_0__92024&from=searchresults
820,Dream Hôtel Opéra & Spa,"Ópera - 9º distrito, París",2.0,8.1,9.3,642.0,https://www.booking.com/hotel/fr/dream-opera.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=821&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=304529409_111556980_0_2_0&highlighted_blocks=304529409_111556980_0_2_0&matching_block_id=304529409_111556980_0_2_0&sr_pri_blocks=304529409_111556980_0_2_0__64170&from_sustainable_property_sr=1&from=searchresults
821,Apollinaire,"Montparnasse - 14º distrito, París",2.5,8.3,9.4,687.0,https://www.booking.com/hotel/fr/apollinaire-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=822&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=5766502_374171258_2_2_0&highlighted_blocks=5766502_374171258_2_2_0&matching_block_id=5766502_374171258_2_2_0&sr_pri_blocks=5766502_374171258_2_2_0__68718&from=searchresults
822,"Maison Souquet, Hotel & Spa","Ópera - 9º distrito, París",3.3,9.2,9.3,1757.0,https://www.booking.com/hotel/fr/maison-souquet.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=823&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=127089401_204283732_0_2_0&highlighted_blocks=127089401_204283732_0_2_0&matching_block_id=127089401_204283732_0_2_0&sr_pri_blocks=127089401_204283732_0_2_0__175728&from_sustainable_property_sr=1&from=searchresults
823,Paris Bastille,"Bercy - 12º distrito, París",1.5,8.2,,700.0,https://www.booking.com/hotel/fr/hotel-paris-bastille.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=824&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=22773003_265962619_2_2_0_600600&highlighted_blocks=22773003_265962619_2_2_0_600600&matching_block_id=22773003_265962619_2_2_0_600600&sr_pri_blocks=22773003_265962619_2_2_0_600600_69999&from_sustainable_property_sr=1&from=searchresults
824,MBA - Pétion Splendide Appart,"Bastilla - 11º distrito, París",2.1,7.0,,621.0,https://www.booking.com/hotel/fr/mba-petion-splendide-appart.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=825&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1253458501_397868333_2_0_0&highlighted_blocks=1253458501_397868333_2_0_0&matching_block_id=1253458501_397868333_2_0_0&sr_pri_blocks=1253458501_397868333_2_0_0__62051&from=searchresults
825,Charming Studio - Latin Area - 2 guests,"Place d'Italie - 13º distrito, París",2.4,7.3,,360.0,https://www.booking.com/hotel/fr/charming-studio-latin-area-2-guests.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=826&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1145706201_393814964_2_0_0&highlighted_blocks=1145706201_393814964_2_0_0&matching_block_id=1145706201_393814964_2_0_0&sr_pri_blocks=1145706201_393814964_2_0_0__35990&from=searchresults
826,"Le Pavillon de la Reine & Spa, Place des Vosges","Le Marais - 3er distrito, París",1.1,9.0,9.7,2034.0,https://www.booking.com/hotel/fr/le-pavillon-de-la-reine.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=827&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=28327705_123057913_0_2_0&highlighted_blocks=28327705_123057913_0_2_0&matching_block_id=28327705_123057913_0_2_0&sr_pri_blocks=28327705_123057913_0_2_0__203428&from_sustainable_property_sr=1&from=searchresults
827,Appartement chic dans le centre de Paris,"Bourse - 2º distrito, París",1.3,8.9,9.8,689.0,https://www.booking.com/hotel/fr/appartement-chic-dans-le-centre-de-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=828&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1123623501_385091279_2_0_0&highlighted_blocks=1123623501_385091279_2_0_0&matching_block_id=1123623501_385091279_2_0_0&sr_pri_blocks=1123623501_385091279_2_0_0__68864&from=searchresults
828,Outstanding Artist Loft - Between Marais and Canal,"République - 10º distrito, París",1.5,8.7,,1553.0,https://www.booking.com/hotel/fr/outstanding-artist-loft-between-marais-and-canal.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=829&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=537344101_265183860_0_0_0&highlighted_blocks=537344101_265183860_0_0_0&matching_block_id=537344101_265183860_0_0_0&sr_pri_blocks=537344101_265183860_0_0_0__155300&from=searchresults
829,Unique loft apartment in Le Marais,"Le Marais - 3er distrito, París",0.8,6.5,10.0,1205.0,https://www.booking.com/hotel/fr/apart-of-paris-souplex-loft-apartment-le-marais.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=830&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=150520001_401963772_0_0_0&highlighted_blocks=150520001_401963772_0_0_0&matching_block_id=150520001_401963772_0_0_0&sr_pri_blocks=150520001_401963772_0_0_0__120528&from=searchresults
830,Cour des Vosges - Evok Collection,"Hôtel-de-Ville - 4º distrito, París",1.0,8.8,9.7,2066.0,https://www.booking.com/hotel/fr/cour-des-vosges-paris12.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=831&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=555163101_383535468_2_42_0_78046&highlighted_blocks=555163101_383535468_2_42_0_78046&matching_block_id=555163101_383535468_2_42_0_78046&sr_pri_blocks=555163101_383535468_2_42_0_78046_206578&from_sustainable_property_sr=1&from=searchresults
831,Charming 1 bedroom flat Coeur du Marais By Studio Prestige,"Hôtel-de-Ville - 4º distrito, París",0.9,8.0,10.0,683.0,https://www.booking.com/hotel/fr/charming-1-bedroom-flat-coeur-du-marais-by-studio-prestige.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=832&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=1202140601_401828234_4_0_0&highlighted_blocks=1202140601_401828234_4_0_0&matching_block_id=1202140601_401828234_4_0_0&sr_pri_blocks=1202140601_401828234_4_0_0__68260&from=searchresults
832,Bel appartement au coeur de Montorgueil,"Bourse - 2º distrito, París",1.1,8.5,10.0,604.0,https://www.booking.com/hotel/fr/bel-appartement-au-coeur-de-montorgueil.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=833&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460733&all_sr_blocks=993015601_392394868_2_0_0&highlighted_blocks=993015601_392394868_2_0_0&matching_block_id=993015601_392394868_2_0_0&sr_pri_blocks=993015601_392394868_2_0_0__60360&from=searchresults
833,"Crowne Plaza Paris République, an IHG Hotel","Bastilla - 11º distrito, París",1.6,8.0,,614.0,https://www.booking.com/hotel/fr/holiday-inn-paris-republique.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=834&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=5742201_95443357_2_34_0&highlighted_blocks=5742201_95443357_2_34_0&matching_block_id=5742201_95443357_2_34_0&sr_pri_blocks=5742201_95443357_2_34_0__61404&from_sustainable_property_sr=1&from=searchresults
834,Le Cinq Codet,"Inválidos - 7º distrito, París",3.2,8.8,,1341.0,https://www.booking.com/hotel/fr/le-cinq-codet.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=835&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=112030409_400212707_2_2_0&highlighted_blocks=112030409_400212707_2_2_0&matching_block_id=112030409_400212707_2_2_0&sr_pri_blocks=112030409_400212707_2_2_0__134108&from_sustainable_property_sr=1&from=searchresults
835,Halcyon,"Bourse - 2º distrito, París",1.6,7.8,,844.0,https://www.booking.com/hotel/fr/halcyon.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=836&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=993356802_396876337_4_0_0&highlighted_blocks=993356802_396876337_4_0_0&matching_block_id=993356802_396876337_4_0_0&sr_pri_blocks=993356802_396876337_4_0_0__84360&from=searchresults
836,Cocooning Apt St Germain - 4 pers,"Saint-Germain - 6º distrito, París",2.6,7.6,,792.0,https://www.booking.com/hotel/fr/cocooning-apt-st-germain-4-pers.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=837&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=607124502_375764121_4_0_0&highlighted_blocks=607124502_375764121_4_0_0&matching_block_id=607124502_375764121_4_0_0&sr_pri_blocks=607124502_375764121_4_0_0__79200&from=searchresults
837,Tonic Hotel Saint Germain des Prés,"Saint-Germain - 6º distrito, París",1.2,7.0,,453.0,https://www.booking.com/hotel/fr/tonic-saint-germain-des-pres.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=838&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=104170303_88987302_0_2_0&highlighted_blocks=104170303_88987302_0_2_0&matching_block_id=104170303_88987302_0_2_0&sr_pri_blocks=104170303_88987302_0_2_0__45318&from_sustainable_property_sr=1&from=searchresults
838,Nestay Sentier,"Bourse - 2º distrito, París",1.0,9.7,9.6,896.0,https://www.booking.com/hotel/fr/nestay-sentier.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=839&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=1243942810_400671557_2_0_0&highlighted_blocks=1243942810_400671557_2_0_0&matching_block_id=1243942810_400671557_2_0_0&sr_pri_blocks=1243942810_400671557_2_0_0__89590&from=searchresults
839,L'Espérance,"Montparnasse - 14º distrito, París",2.9,7.4,,425.0,https://www.booking.com/hotel/fr/espa-c-rance.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=840&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=44653202_378137129_0_0_0&highlighted_blocks=44653202_378137129_0_0_0&matching_block_id=44653202_378137129_0_0_0&sr_pri_blocks=44653202_378137129_0_0_0__42450&from=searchresults
840,Hotel Sleeping Belle - Gare de Lyon Bastille,"Bercy - 12º distrito, París",1.7,8.7,,502.0,https://www.booking.com/hotel/fr/elysee-gare-de-lyon.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=841&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460745&all_sr_blocks=42075515_0_2_0_0&highlighted_blocks=42075515_0_2_0_0&matching_block_id=42075515_0_2_0_0&sr_pri_blocks=42075515_0_2_0_0__50201&from=searchresults
