,Name,Address,Distance to center,Score,Location score,Price (€),Link
97,Villa Des Princes,"Saint-Germain - 6º distrito, París",1.1,7.9,9.5,517.0,https://www.booking.com/hotel/fr/hoteldesecoles.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=98&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460337&all_sr_blocks=5049104_0_2_0_0&highlighted_blocks=5049104_0_2_0_0&matching_block_id=5049104_0_2_0_0&sr_pri_blocks=5049104_0_2_0_0__51725&from_sustainable_property_sr=1&from=searchresults
98,Tipi,"Montparnasse - 14º distrito, París",3.0,7.1,,317.0,https://www.booking.com/hotel/fr/tipi.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=99&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460337&all_sr_blocks=2692102_184334579_0_0_0&highlighted_blocks=2692102_184334579_0_0_0&matching_block_id=2692102_184334579_0_0_0&sr_pri_blocks=2692102_184334579_0_0_0__31650&from_sustainable_property_sr=1&from=searchresults
99,Atelier d'artiste - Loft with garden center of Paris,"Montparnasse - 14º distrito, París",2.9,9.4,9.3,1110.0,https://www.booking.com/hotel/fr/artist-39-s-studio-loft-with-garden-center-of-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=100&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460337&all_sr_blocks=509795101_384566806_4_0_0&highlighted_blocks=509795101_384566806_4_0_0&matching_block_id=509795101_384566806_4_0_0&sr_pri_blocks=509795101_384566806_4_0_0__110970&from=searchresults
100,Villa Marquis Member of Meliá Collection,"Campos Elíseos - 8º distrito, París",3.6,8.6,9.5,1510.0,https://www.booking.com/hotel/fr/villa-marquis-member-of-melia-collection.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=101&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460337&all_sr_blocks=5329608_91988888_2_2_0_502117&highlighted_blocks=5329608_91988888_2_2_0_502117&matching_block_id=5329608_91988888_2_2_0_502117&sr_pri_blocks=5329608_91988888_2_2_0_502117_151032&from_sustainable_property_sr=1&from=searchresults
101,Mode Paris Aparthotel,"Passy - 16º distrito, París",5.0,9.2,9.6,847.0,https://www.booking.com/hotel/fr/mode-paris-aparthotel.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=102&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=976090001_369967052_0_0_0&highlighted_blocks=976090001_369967052_0_0_0&matching_block_id=976090001_369967052_0_0_0&sr_pri_blocks=976090001_369967052_0_0_0__84724&from_sustainable_property_sr=1&from=searchresults
102,Yuna Porte-Maillot - ApartHotel,París,5.8,9.4,,825.0,https://www.booking.com/hotel/fr/yuna-porte-maillot-aparthotel.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=103&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=1023687901_374785346_0_2_0&highlighted_blocks=1023687901_374785346_0_2_0&matching_block_id=1023687901_374785346_0_2_0&sr_pri_blocks=1023687901_374785346_0_2_0__82528&from_sustainable_property_sr=1&from=searchresults
103,Hôtel Aiglon,"Montparnasse - 14º distrito, París",2.4,8.7,,726.0,https://www.booking.com/hotel/fr/aiglon.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=104&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=5432011_88918937_0_2_0&highlighted_blocks=5432011_88918937_0_2_0&matching_block_id=5432011_88918937_0_2_0&sr_pri_blocks=5432011_88918937_0_2_0__72592&from=searchresults
104,Hôtel Gérando,"Ópera - 9º distrito, París",2.9,8.2,,659.0,https://www.booking.com/hotel/fr/gerando.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=105&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=23978702_89813774_0_2_0&highlighted_blocks=23978702_89813774_0_2_0&matching_block_id=23978702_89813774_0_2_0&sr_pri_blocks=23978702_89813774_0_2_0__65857&from_sustainable_property_sr=1&from=searchresults
105,Hôtel Parisianer,"Bercy - 12º distrito, París",2.1,8.7,,703.0,https://www.booking.com/hotel/fr/parisianer.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=106&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=466967001_369021743_0_2_0&highlighted_blocks=466967001_369021743_0_2_0&matching_block_id=466967001_369021743_0_2_0&sr_pri_blocks=466967001_369021743_0_2_0__70317&from_sustainable_property_sr=1&from=searchresults
106,Villa-des-Prés,"Saint-Germain - 6º distrito, París",1.2,9.6,9.9,2015.0,https://www.booking.com/hotel/fr/villa-des-pres.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=107&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=985618101_370968434_0_2_0&highlighted_blocks=985618101_370968434_0_2_0&matching_block_id=985618101_370968434_0_2_0&sr_pri_blocks=985618101_370968434_0_2_0__201528&from_sustainable_property_sr=1&from=searchresults
107,Les Rebelles,"Bastilla - 11º distrito, París",2.5,8.7,,561.0,https://www.booking.com/hotel/fr/les-couleurs-de-belleville.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=108&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=873077101_356090377_2_2_0_679932&highlighted_blocks=873077101_356090377_2_2_0_679932&matching_block_id=873077101_356090377_2_2_0_679932&sr_pri_blocks=873077101_356090377_2_2_0_679932_56118&from_sustainable_property_sr=1&from=searchresults
108,Maison Colbert Member of Meliá Collection,"Barrio Latino - 5º distrito, París",0.6,8.7,9.6,1595.0,https://www.booking.com/hotel/fr/maison-colbert-member-of-melia-collection.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=109&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=5439605_91988890_2_2_0_502085&highlighted_blocks=5439605_91988890_2_2_0_502085&matching_block_id=5439605_91988890_2_2_0_502085&sr_pri_blocks=5439605_91988890_2_2_0_502085_159532&from_sustainable_property_sr=1&from=searchresults
109,Kraft Hotel,"Porte de Versailles - 15º distrito, París",5.4,8.6,,719.0,https://www.booking.com/hotel/fr/portedeversailles.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=110&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=5015702_93699191_2_2_0&highlighted_blocks=5015702_93699191_2_2_0&matching_block_id=5015702_93699191_2_2_0&sr_pri_blocks=5015702_93699191_2_2_0__71900&from_sustainable_property_sr=1&from=searchresults
110,Signature Champs Elysées,"Campos Elíseos - 8º distrito, París",3.8,8.9,9.5,2103.0,https://www.booking.com/hotel/fr/signature-luxury-georges-v.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=111&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=1172542501_389785453_7_0_0&highlighted_blocks=1172542501_389785453_7_0_0&matching_block_id=1172542501_389785453_7_0_0&sr_pri_blocks=1172542501_389785453_7_0_0__210325&from=searchresults
111,Austin's Saint Lazare Hotel,"Ópera - 9º distrito, París",2.9,8.1,,695.0,https://www.booking.com/hotel/fr/austin-s-saint-lazare.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=112&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=24389902_91914181_2_2_0&highlighted_blocks=24389902_91914181_2_2_0&matching_block_id=24389902_91914181_2_2_0&sr_pri_blocks=24389902_91914181_2_2_0__69452&from_sustainable_property_sr=1&from=searchresults
112,Yuna Blanche - Serviced Apartments,"Ópera - 9º distrito, París",3.3,8.8,9.4,944.0,https://www.booking.com/hotel/fr/yuna-blanche.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=113&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=226433805_99110951_0_0_0&highlighted_blocks=226433805_99110951_0_0_0&matching_block_id=226433805_99110951_0_0_0&sr_pri_blocks=226433805_99110951_0_0_0__94350&from_sustainable_property_sr=1&from=searchresults
113,Amazing 2 Rooms Flat near Bastille - An Ecoloflat,"Bercy - 12º distrito, París",1.6,8.4,,899.0,https://www.booking.com/hotel/fr/amazing-2-rooms-flat-near-bastille-an-ecoloflat.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=114&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=496443402_233411533_0_0_0&highlighted_blocks=496443402_233411533_0_0_0&matching_block_id=496443402_233411533_0_0_0&sr_pri_blocks=496443402_233411533_0_0_0__89891&from_sustainable_property_sr=1&from=searchresults
114,Secret de Paris - Hotel & Spa,"Ópera - 9º distrito, París",3.2,8.7,,1065.0,https://www.booking.com/hotel/fr/secret-de-paris-design-boutique.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=115&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=17157205_99043297_0_2_0&highlighted_blocks=17157205_99043297_0_2_0&matching_block_id=17157205_99043297_0_2_0&sr_pri_blocks=17157205_99043297_0_2_0__106544&from=searchresults
115,Hotel Des Deux Continents,"Saint-Germain - 6º distrito, París",1.3,8.2,9.6,1155.0,https://www.booking.com/hotel/fr/des-deux-continents.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=116&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=5844211_360982840_0_2_0&highlighted_blocks=5844211_360982840_0_2_0&matching_block_id=5844211_360982840_0_2_0&sr_pri_blocks=5844211_360982840_0_2_0__115521&from_sustainable_property_sr=1&from=searchresults
116,Austin's Arts Et Metiers Hotel,"Le Marais - 3er distrito, París",1.1,8.2,,903.0,https://www.booking.com/hotel/fr/austin-s-arts-et-metiers.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=117&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=24344202_395228337_2_2_0&highlighted_blocks=24344202_395228337_2_2_0&matching_block_id=24344202_395228337_2_2_0&sr_pri_blocks=24344202_395228337_2_2_0__90307&from_sustainable_property_sr=1&from=searchresults
117,"La Villa d'Auteuil, après rénovation","Passy - 16º distrito, París",6.6,9.6,9.8,827.0,https://www.booking.com/hotel/fr/la-villa-d-auteuil.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=118&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=893103801_360409339_0_0_0&highlighted_blocks=893103801_360409339_0_0_0&matching_block_id=893103801_360409339_0_0_0&sr_pri_blocks=893103801_360409339_0_0_0__82680&from_sustainable_property_sr=1&from=searchresults
118,Paris j'Adore Hotel & Spa,"Batignolles - 17º distrito, París",3.7,9.0,,2245.0,https://www.booking.com/hotel/fr/paris-j-39-adore-amp-spa.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=119&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=713048601_298165938_0_2_0&highlighted_blocks=713048601_298165938_0_2_0&matching_block_id=713048601_298165938_0_2_0&sr_pri_blocks=713048601_298165938_0_2_0__224515&from_sustainable_property_sr=1&from=searchresults
119,Hotel De Seine,"Saint-Germain - 6º distrito, París",1.1,8.7,9.8,1171.0,https://www.booking.com/hotel/fr/de-seine.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=120&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=5477201_360982973_0_2_0&highlighted_blocks=5477201_360982973_0_2_0&matching_block_id=5477201_360982973_0_2_0&sr_pri_blocks=5477201_360982973_0_2_0__117077&from_sustainable_property_sr=1&from=searchresults
120,LE MARAIS Luxury Apartment in the heart of Paris - 2 Bed 2 Bath with AC,"Hôtel-de-Ville - 4º distrito, París",0.4,9.9,10.0,2055.0,https://www.booking.com/hotel/fr/designer-luxury-flat-in-le-marais-central-paris.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=121&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=1162052501_388888643_0_0_0&highlighted_blocks=1162052501_388888643_0_0_0&matching_block_id=1162052501_388888643_0_0_0&sr_pri_blocks=1162052501_388888643_0_0_0__205530&from=searchresults
121,ibis Paris Bastille Opera,"Bastilla - 11º distrito, París",1.6,7.9,,409.0,https://www.booking.com/hotel/fr/paris-bastille-opera.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=122&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=54544504_94489708_2_2_0&highlighted_blocks=54544504_94489708_2_2_0&matching_block_id=54544504_94489708_2_2_0&sr_pri_blocks=54544504_94489708_2_2_0__40924&from_sustainable_property_sr=1&from=searchresults
122,Temple,"Hôtel-de-Ville - 4º distrito, París",0.35,8.2,9.5,1544.0,https://www.booking.com/hotel/fr/temple-paris12.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=123&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=750846401_393875767_6_0_0&highlighted_blocks=750846401_393875767_6_0_0&matching_block_id=750846401_393875767_6_0_0&sr_pri_blocks=750846401_393875767_6_0_0__154360&from_sustainable_property_sr=1&from=searchresults
123,Hotel Bel Oranger Gare de Lyon,"Bercy - 12º distrito, París",1.8,7.9,,393.0,https://www.booking.com/hotel/fr/au-nouvel-hotel-lyon.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=124&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=79669_210693843_0_2_0&highlighted_blocks=79669_210693843_0_2_0&matching_block_id=79669_210693843_0_2_0&sr_pri_blocks=79669_210693843_0_2_0__39318&from_sustainable_property_sr=1&from=searchresults
124,Ponthieu Champs Elysées,"Campos Elíseos - 8º distrito, París",3.7,8.4,9.4,1252.0,https://www.booking.com/hotel/fr/ponthieu-champs-elysees.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=125&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=566578701_394530912_6_0_0&highlighted_blocks=566578701_394530912_6_0_0&matching_block_id=566578701_394530912_6_0_0&sr_pri_blocks=566578701_394530912_6_0_0__125200&from_sustainable_property_sr=1&from=searchresults
125,ibis Styles Paris Buttes Chaumont,"La Villette - 19º distrito, París",3.7,8.0,,390.0,https://www.booking.com/hotel/fr/le-laumia-re.es.html?aid=304142&label=gen173nr-1FCAQoggI49gNIClgEaEaIAQGYAQq4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AuHw1bgGwAIB0gIkNzRiZTg3YzQtZGZhNi00OTNlLWFlNjEtM2RjZjY4NWQ3MmZk2AIF4AIB&ucfs=1&arphpl=1&checkin=2025-02-13&checkout=2025-02-16&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=126&sr_order=popularity&srpvid=5dde98308f05027f&srepoch=1729460349&all_sr_blocks=49964104_376288247_2_1_0&highlighted_blocks=49964104_376288247_2_1_0&matching_block_id=49964104_376288247_2_1_0&sr_pri_blocks=49964104_376288247_2_1_0__39018&from_sustainable_property_sr=1&from=searchresults
